YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2021,AK,Total Electric Power Industry,Total,"6,595,818"
2021,AK,Total Electric Power Industry,Coal,"752,894"
2021,AK,Total Electric Power Industry,Hydroelectric Conventional,"1,688,900"
2021,AK,Total Electric Power Industry,Natural Gas,"3,085,396"
2021,AK,Total Electric Power Industry,Other,"-4,141"
2021,AK,Total Electric Power Industry,Petroleum,"902,486"
2021,AK,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2021,AK,Total Electric Power Industry,Other Biomass,"38,071"
2021,AK,Total Electric Power Industry,Wind,"132,212"
2021,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,AK,"Combined Heat and Power, Industrial Power",Total,"110,308"
2021,AK,"Combined Heat and Power, Industrial Power",Natural Gas,"64,878"
2021,AK,"Combined Heat and Power, Industrial Power",Petroleum,"45,430"
2021,AK,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,AK,"Combined Heat and Power, Commercial Power",Total,"352,265"
2021,AK,"Combined Heat and Power, Commercial Power",Coal,"144,280"
2021,AK,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"169,188"
2021,AK,"Combined Heat and Power, Commercial Power",Natural Gas,26
2021,AK,"Combined Heat and Power, Commercial Power",Petroleum,701
2021,AK,"Combined Heat and Power, Commercial Power",Other Biomass,"38,071"
2021,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,AK,"Combined Heat and Power, Electric Power",Total,"177,115"
2021,AK,"Combined Heat and Power, Electric Power",Coal,"177,115"
2021,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2021,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2021,AK,"Electric Generators, Independent Power Producers",Total,"45,413"
2021,AK,"Electric Generators, Independent Power Producers",Wind,"45,413"
2021,AK,"Electric Generators, Electric Utilities",Total,"5,910,717"
2021,AK,"Electric Generators, Electric Utilities",Coal,"431,500"
2021,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,519,712"
2021,AK,"Electric Generators, Electric Utilities",Natural Gas,"3,020,493"
2021,AK,"Electric Generators, Electric Utilities",Other,"-4,141"
2021,AK,"Electric Generators, Electric Utilities",Petroleum,"856,355"
2021,AK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2021,AK,"Electric Generators, Electric Utilities",Wind,"86,799"
2021,AL,Total Electric Power Industry,Total,"142,733,330"
2021,AL,Total Electric Power Industry,Coal,"26,900,909"
2021,AL,Total Electric Power Industry,Hydroelectric Conventional,"11,520,809"
2021,AL,Total Electric Power Industry,Natural Gas,"54,447,875"
2021,AL,Total Electric Power Industry,Nuclear,"46,036,489"
2021,AL,Total Electric Power Industry,Other Gases,65
2021,AL,Total Electric Power Industry,Other,28
2021,AL,Total Electric Power Industry,Petroleum,"21,915"
2021,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"493,995"
2021,AL,Total Electric Power Industry,Other Biomass,"43,940"
2021,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,267,305"
2021,AL,"Combined Heat and Power, Industrial Power",Total,"4,956,093"
2021,AL,"Combined Heat and Power, Industrial Power",Coal,21
2021,AL,"Combined Heat and Power, Industrial Power",Natural Gas,"1,682,648"
2021,AL,"Combined Heat and Power, Industrial Power",Other Gases,65
2021,AL,"Combined Heat and Power, Industrial Power",Other,0
2021,AL,"Combined Heat and Power, Industrial Power",Petroleum,"6,055"
2021,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"3,267,305"
2021,AL,"Combined Heat and Power, Electric Power",Total,"4,031,284"
2021,AL,"Combined Heat and Power, Electric Power",Natural Gas,"4,031,284"
2021,AL,"Electric Generators, Independent Power Producers",Total,"26,941,613"
2021,AL,"Electric Generators, Independent Power Producers",Natural Gas,"26,416,295"
2021,AL,"Electric Generators, Independent Power Producers",Other,28
2021,AL,"Electric Generators, Independent Power Producers",Petroleum,"11,648"
2021,AL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"469,702"
2021,AL,"Electric Generators, Independent Power Producers",Other Biomass,"43,940"
2021,AL,"Electric Generators, Electric Utilities",Total,"106,804,340"
2021,AL,"Electric Generators, Electric Utilities",Coal,"26,900,889"
2021,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"11,520,809"
2021,AL,"Electric Generators, Electric Utilities",Natural Gas,"22,317,648"
2021,AL,"Electric Generators, Electric Utilities",Nuclear,"46,036,489"
2021,AL,"Electric Generators, Electric Utilities",Petroleum,"4,212"
2021,AL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"24,293"
2021,AR,Total Electric Power Industry,Total,"61,100,068"
2021,AR,Total Electric Power Industry,Coal,"21,418,877"
2021,AR,Total Electric Power Industry,Pumped Storage,"83,706"
2021,AR,Total Electric Power Industry,Hydroelectric Conventional,"4,028,679"
2021,AR,Total Electric Power Industry,Natural Gas,"20,629,134"
2021,AR,Total Electric Power Industry,Nuclear,"13,555,684"
2021,AR,Total Electric Power Industry,Other,"7,572"
2021,AR,Total Electric Power Industry,Petroleum,"55,532"
2021,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,"462,281"
2021,AR,Total Electric Power Industry,Other Biomass,"61,417"
2021,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"797,187"
2021,AR,"Combined Heat and Power, Industrial Power",Total,"1,083,567"
2021,AR,"Combined Heat and Power, Industrial Power",Coal,"34,190"
2021,AR,"Combined Heat and Power, Industrial Power",Natural Gas,"240,744"
2021,AR,"Combined Heat and Power, Industrial Power",Other,"8,019"
2021,AR,"Combined Heat and Power, Industrial Power",Petroleum,141
2021,AR,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"3,286"
2021,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"797,187"
2021,AR,"Combined Heat and Power, Commercial Power",Total,"65,161"
2021,AR,"Combined Heat and Power, Commercial Power",Natural Gas,"42,315"
2021,AR,"Combined Heat and Power, Commercial Power",Other,-447
2021,AR,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"18,826"
2021,AR,"Combined Heat and Power, Commercial Power",Other Biomass,"4,468"
2021,AR,"Combined Heat and Power, Electric Power",Total,"999,324"
2021,AR,"Combined Heat and Power, Electric Power",Natural Gas,"999,324"
2021,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2021,AR,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,AR,"Electric Generators, Independent Power Producers",Total,"4,597,642"
2021,AR,"Electric Generators, Independent Power Producers",Coal,"4,034,328"
2021,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"60,208"
2021,AR,"Electric Generators, Independent Power Producers",Petroleum,"11,891"
2021,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"434,266"
2021,AR,"Electric Generators, Independent Power Producers",Other Biomass,"56,949"
2021,AR,"Electric Generators, Electric Utilities",Total,"54,354,374"
2021,AR,"Electric Generators, Electric Utilities",Coal,"17,350,359"
2021,AR,"Electric Generators, Electric Utilities",Pumped Storage,"83,706"
2021,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"3,968,471"
2021,AR,"Electric Generators, Electric Utilities",Natural Gas,"19,346,751"
2021,AR,"Electric Generators, Electric Utilities",Nuclear,"13,555,684"
2021,AR,"Electric Generators, Electric Utilities",Petroleum,"43,500"
2021,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,903"
2021,AZ,Total Electric Power Industry,Total,"108,604,620"
2021,AZ,Total Electric Power Industry,Coal,"14,300,572"
2021,AZ,Total Electric Power Industry,Pumped Storage,"90,895"
2021,AZ,Total Electric Power Industry,Hydroelectric Conventional,"5,972,854"
2021,AZ,Total Electric Power Industry,Natural Gas,"48,053,133"
2021,AZ,Total Electric Power Industry,Nuclear,"31,629,862"
2021,AZ,Total Electric Power Industry,Other,"-7,543"
2021,AZ,Total Electric Power Industry,Petroleum,"43,534"
2021,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"6,710,877"
2021,AZ,Total Electric Power Industry,Other Biomass,"19,470"
2021,AZ,Total Electric Power Industry,Wind,"1,600,319"
2021,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"190,646"
2021,AZ,"Combined Heat and Power, Commercial Power",Total,"150,887"
2021,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,"132,109"
2021,AZ,"Combined Heat and Power, Commercial Power",Petroleum,15
2021,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"18,763"
2021,AZ,"Combined Heat and Power, Electric Power",Total,"52,607"
2021,AZ,"Combined Heat and Power, Electric Power",Natural Gas,"52,607"
2021,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2021,AZ,"Electric Generators, Independent Power Producers",Total,"21,988,689"
2021,AZ,"Electric Generators, Independent Power Producers",Natural Gas,"14,224,925"
2021,AZ,"Electric Generators, Independent Power Producers",Other,"-6,329"
2021,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"5,959,658"
2021,AZ,"Electric Generators, Independent Power Producers",Other Biomass,"19,470"
2021,AZ,"Electric Generators, Independent Power Producers",Wind,"1,600,319"
2021,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"190,646"
2021,AZ,"Electric Generators, Electric Utilities",Total,"86,412,437"
2021,AZ,"Electric Generators, Electric Utilities",Coal,"14,300,572"
2021,AZ,"Electric Generators, Electric Utilities",Pumped Storage,"90,895"
2021,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"5,972,854"
2021,AZ,"Electric Generators, Electric Utilities",Natural Gas,"33,643,492"
2021,AZ,"Electric Generators, Electric Utilities",Nuclear,"31,629,862"
2021,AZ,"Electric Generators, Electric Utilities",Other,"-1,214"
2021,AZ,"Electric Generators, Electric Utilities",Petroleum,"43,519"
2021,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"732,457"
2021,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2021,CA,Total Electric Power Industry,Total,"197,165,106"
2021,CA,Total Electric Power Industry,Coal,"294,154"
2021,CA,Total Electric Power Industry,Geothermal,"11,127,544"
2021,CA,Total Electric Power Industry,Pumped Storage,"-317,434"
2021,CA,Total Electric Power Industry,Hydroelectric Conventional,"14,677,580"
2021,CA,Total Electric Power Industry,Natural Gas,"97,427,092"
2021,CA,Total Electric Power Industry,Nuclear,"16,477,366"
2021,CA,Total Electric Power Industry,Other Gases,"1,368,920"
2021,CA,Total Electric Power Industry,Other,"575,895"
2021,CA,Total Electric Power Industry,Petroleum,"76,998"
2021,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"34,863,922"
2021,CA,Total Electric Power Industry,Other Biomass,"2,574,350"
2021,CA,Total Electric Power Industry,Wind,"15,177,006"
2021,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,841,712"
2021,CA,"Combined Heat and Power, Industrial Power",Total,"13,389,479"
2021,CA,"Combined Heat and Power, Industrial Power",Coal,"294,154"
2021,CA,"Combined Heat and Power, Industrial Power",Natural Gas,"10,348,655"
2021,CA,"Combined Heat and Power, Industrial Power",Other Gases,"1,368,920"
2021,CA,"Combined Heat and Power, Industrial Power",Other,"560,274"
2021,CA,"Combined Heat and Power, Industrial Power",Petroleum,"32,708"
2021,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"86,600"
2021,CA,"Combined Heat and Power, Industrial Power",Other Biomass,"14,934"
2021,CA,"Combined Heat and Power, Industrial Power",Wind,"6,014"
2021,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"677,220"
2021,CA,"Combined Heat and Power, Commercial Power",Total,"2,458,070"
2021,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2021,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"8,520"
2021,CA,"Combined Heat and Power, Commercial Power",Natural Gas,"1,550,023"
2021,CA,"Combined Heat and Power, Commercial Power",Other,-237
2021,CA,"Combined Heat and Power, Commercial Power",Petroleum,513
2021,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"186,756"
2021,CA,"Combined Heat and Power, Commercial Power",Other Biomass,"706,312"
2021,CA,"Combined Heat and Power, Commercial Power",Wind,"6,182"
2021,CA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,CA,"Combined Heat and Power, Electric Power",Total,"12,496,170"
2021,CA,"Combined Heat and Power, Electric Power",Coal,0
2021,CA,"Combined Heat and Power, Electric Power",Natural Gas,"11,406,649"
2021,CA,"Combined Heat and Power, Electric Power",Other,"98,699"
2021,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2021,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,"7,417"
2021,CA,"Combined Heat and Power, Electric Power",Other Biomass,"180,497"
2021,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"802,908"
2021,CA,"Electric Generators, Independent Power Producers",Total,"106,631,213"
2021,CA,"Electric Generators, Independent Power Producers",Geothermal,"10,331,338"
2021,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"795,754"
2021,CA,"Electric Generators, Independent Power Producers",Natural Gas,"44,138,799"
2021,CA,"Electric Generators, Independent Power Producers",Other,"-69,368"
2021,CA,"Electric Generators, Independent Power Producers",Petroleum,"9,701"
2021,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"34,168,928"
2021,CA,"Electric Generators, Independent Power Producers",Other Biomass,"1,602,924"
2021,CA,"Electric Generators, Independent Power Producers",Wind,"14,291,552"
2021,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"1,361,584"
2021,CA,"Electric Generators, Electric Utilities",Total,"62,190,174"
2021,CA,"Electric Generators, Electric Utilities",Geothermal,"796,206"
2021,CA,"Electric Generators, Electric Utilities",Pumped Storage,"-317,434"
2021,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"13,873,306"
2021,CA,"Electric Generators, Electric Utilities",Natural Gas,"29,982,967"
2021,CA,"Electric Generators, Electric Utilities",Nuclear,"16,477,366"
2021,CA,"Electric Generators, Electric Utilities",Other Gases,0
2021,CA,"Electric Generators, Electric Utilities",Other,"-13,473"
2021,CA,"Electric Generators, Electric Utilities",Petroleum,"34,075"
2021,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"414,221"
2021,CA,"Electric Generators, Electric Utilities",Other Biomass,"69,682"
2021,CA,"Electric Generators, Electric Utilities",Wind,"873,258"
2021,CO,Total Electric Power Industry,Total,"56,838,472"
2021,CO,Total Electric Power Industry,Coal,"23,602,042"
2021,CO,Total Electric Power Industry,Pumped Storage,"-35,500"
2021,CO,Total Electric Power Industry,Hydroelectric Conventional,"1,598,310"
2021,CO,Total Electric Power Industry,Natural Gas,"14,559,773"
2021,CO,Total Electric Power Industry,Other Gases,"6,452"
2021,CO,Total Electric Power Industry,Other,"54,858"
2021,CO,Total Electric Power Industry,Petroleum,"27,809"
2021,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,729,948"
2021,CO,Total Electric Power Industry,Other Biomass,"74,231"
2021,CO,Total Electric Power Industry,Wind,"15,125,697"
2021,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,"94,851"
2021,CO,"Combined Heat and Power, Industrial Power",Total,"240,911"
2021,CO,"Combined Heat and Power, Industrial Power",Coal,0
2021,CO,"Combined Heat and Power, Industrial Power",Natural Gas,"183,786"
2021,CO,"Combined Heat and Power, Industrial Power",Other Gases,"6,452"
2021,CO,"Combined Heat and Power, Industrial Power",Other,"47,842"
2021,CO,"Combined Heat and Power, Industrial Power",Petroleum,40
2021,CO,"Combined Heat and Power, Industrial Power",Wind,"2,791"
2021,CO,"Combined Heat and Power, Commercial Power",Total,"26,710"
2021,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"13,993"
2021,CO,"Combined Heat and Power, Commercial Power",Natural Gas,"2,544"
2021,CO,"Combined Heat and Power, Commercial Power",Other,-5
2021,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"10,178"
2021,CO,"Combined Heat and Power, Electric Power",Total,"36,629"
2021,CO,"Combined Heat and Power, Electric Power",Natural Gas,646
2021,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2021,CO,"Combined Heat and Power, Electric Power",Other Biomass,"35,983"
2021,CO,"Electric Generators, Independent Power Producers",Total,"15,042,665"
2021,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"173,124"
2021,CO,"Electric Generators, Independent Power Producers",Natural Gas,"2,171,991"
2021,CO,"Electric Generators, Independent Power Producers",Other,"7,277"
2021,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2021,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,706,507"
2021,CO,"Electric Generators, Independent Power Producers",Other Biomass,"38,248"
2021,CO,"Electric Generators, Independent Power Producers",Wind,"10,850,667"
2021,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"94,851"
2021,CO,"Electric Generators, Electric Utilities",Total,"41,491,555"
2021,CO,"Electric Generators, Electric Utilities",Coal,"23,602,042"
2021,CO,"Electric Generators, Electric Utilities",Pumped Storage,"-35,500"
2021,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,411,193"
2021,CO,"Electric Generators, Electric Utilities",Natural Gas,"12,200,806"
2021,CO,"Electric Generators, Electric Utilities",Other,-256
2021,CO,"Electric Generators, Electric Utilities",Petroleum,"27,769"
2021,CO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"13,263"
2021,CO,"Electric Generators, Electric Utilities",Wind,"4,272,239"
2021,CT,Total Electric Power Industry,Total,"44,079,943"
2021,CT,Total Electric Power Industry,Coal,"244,647"
2021,CT,Total Electric Power Industry,Pumped Storage,433
2021,CT,Total Electric Power Industry,Hydroelectric Conventional,"477,571"
2021,CT,Total Electric Power Industry,Natural Gas,"24,488,902"
2021,CT,Total Electric Power Industry,Nuclear,"17,216,509"
2021,CT,Total Electric Power Industry,Other,"571,132"
2021,CT,Total Electric Power Industry,Petroleum,"45,950"
2021,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"265,188"
2021,CT,Total Electric Power Industry,Other Biomass,"473,999"
2021,CT,Total Electric Power Industry,Wind,"12,758"
2021,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,"282,855"
2021,CT,"Combined Heat and Power, Industrial Power",Total,"644,693"
2021,CT,"Combined Heat and Power, Industrial Power",Natural Gas,"641,626"
2021,CT,"Combined Heat and Power, Industrial Power",Petroleum,"2,957"
2021,CT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,110
2021,CT,"Combined Heat and Power, Commercial Power",Total,"314,097"
2021,CT,"Combined Heat and Power, Commercial Power",Natural Gas,"309,412"
2021,CT,"Combined Heat and Power, Commercial Power",Petroleum,"1,410"
2021,CT,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"3,275"
2021,CT,"Combined Heat and Power, Electric Power",Total,"184,053"
2021,CT,"Combined Heat and Power, Electric Power",Natural Gas,"183,729"
2021,CT,"Combined Heat and Power, Electric Power",Petroleum,324
2021,CT,"Electric Generators, Independent Power Producers",Total,"42,824,314"
2021,CT,"Electric Generators, Independent Power Producers",Coal,"244,647"
2021,CT,"Electric Generators, Independent Power Producers",Pumped Storage,433
2021,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"433,767"
2021,CT,"Electric Generators, Independent Power Producers",Natural Gas,"23,292,429"
2021,CT,"Electric Generators, Independent Power Producers",Nuclear,"17,216,509"
2021,CT,"Electric Generators, Independent Power Producers",Other,"571,132"
2021,CT,"Electric Generators, Independent Power Producers",Petroleum,"36,385"
2021,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"259,400"
2021,CT,"Electric Generators, Independent Power Producers",Other Biomass,"473,999"
2021,CT,"Electric Generators, Independent Power Producers",Wind,"12,758"
2021,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"282,855"
2021,CT,"Electric Generators, Electric Utilities",Total,"112,785"
2021,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"43,804"
2021,CT,"Electric Generators, Electric Utilities",Natural Gas,"61,705"
2021,CT,"Electric Generators, Electric Utilities",Petroleum,"4,874"
2021,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,403"
2021,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2021,DC,Total Electric Power Industry,Total,"211,101"
2021,DC,Total Electric Power Industry,Natural Gas,"137,072"
2021,DC,Total Electric Power Industry,Petroleum,38
2021,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"18,269"
2021,DC,Total Electric Power Industry,Other Biomass,"55,721"
2021,DC,"Combined Heat and Power, Commercial Power",Total,"192,832"
2021,DC,"Combined Heat and Power, Commercial Power",Natural Gas,"137,072"
2021,DC,"Combined Heat and Power, Commercial Power",Petroleum,38
2021,DC,"Combined Heat and Power, Commercial Power",Other Biomass,"55,721"
2021,DC,"Electric Generators, Independent Power Producers",Total,"18,269"
2021,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"18,269"
2021,DE,Total Electric Power Industry,Total,"4,305,126"
2021,DE,Total Electric Power Industry,Coal,"276,729"
2021,DE,Total Electric Power Industry,Natural Gas,"3,734,203"
2021,DE,Total Electric Power Industry,Other Gases,"141,823"
2021,DE,Total Electric Power Industry,Petroleum,"16,747"
2021,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,"57,126"
2021,DE,Total Electric Power Industry,Other Biomass,"73,648"
2021,DE,Total Electric Power Industry,Wind,"4,849"
2021,DE,"Combined Heat and Power, Industrial Power",Total,"911,355"
2021,DE,"Combined Heat and Power, Industrial Power",Natural Gas,"758,285"
2021,DE,"Combined Heat and Power, Industrial Power",Other Gases,"141,823"
2021,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,DE,"Combined Heat and Power, Industrial Power",Other Biomass,"11,247"
2021,DE,"Combined Heat and Power, Commercial Power",Total,"6,427"
2021,DE,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,578"
2021,DE,"Combined Heat and Power, Commercial Power",Wind,"4,849"
2021,DE,"Combined Heat and Power, Electric Power",Total,"120,682"
2021,DE,"Combined Heat and Power, Electric Power",Coal,0
2021,DE,"Combined Heat and Power, Electric Power",Natural Gas,"120,044"
2021,DE,"Combined Heat and Power, Electric Power",Petroleum,638
2021,DE,"Electric Generators, Independent Power Producers",Total,"3,239,150"
2021,DE,"Electric Generators, Independent Power Producers",Coal,"276,729"
2021,DE,"Electric Generators, Independent Power Producers",Natural Gas,"2,836,122"
2021,DE,"Electric Generators, Independent Power Producers",Petroleum,"14,297"
2021,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"49,601"
2021,DE,"Electric Generators, Independent Power Producers",Other Biomass,"62,401"
2021,DE,"Electric Generators, Electric Utilities",Total,"27,512"
2021,DE,"Electric Generators, Electric Utilities",Natural Gas,"19,753"
2021,DE,"Electric Generators, Electric Utilities",Petroleum,"1,812"
2021,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,947"
2021,FL,Total Electric Power Industry,Total,"247,906,982"
2021,FL,Total Electric Power Industry,Coal,"18,384,804"
2021,FL,Total Electric Power Industry,Hydroelectric Conventional,"251,607"
2021,FL,Total Electric Power Industry,Natural Gas,"182,619,846"
2021,FL,Total Electric Power Industry,Nuclear,"29,514,894"
2021,FL,Total Electric Power Industry,Other Gases,141
2021,FL,Total Electric Power Industry,Other,"2,697,079"
2021,FL,Total Electric Power Industry,Petroleum,"1,162,018"
2021,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"9,048,715"
2021,FL,Total Electric Power Industry,Other Biomass,"2,081,285"
2021,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,146,592"
2021,FL,"Combined Heat and Power, Industrial Power",Total,"4,730,359"
2021,FL,"Combined Heat and Power, Industrial Power",Coal,"46,307"
2021,FL,"Combined Heat and Power, Industrial Power",Natural Gas,"1,776,617"
2021,FL,"Combined Heat and Power, Industrial Power",Other Gases,141
2021,FL,"Combined Heat and Power, Industrial Power",Other,"1,067,136"
2021,FL,"Combined Heat and Power, Industrial Power",Petroleum,"20,011"
2021,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"3,173"
2021,FL,"Combined Heat and Power, Industrial Power",Other Biomass,"279,524"
2021,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,537,449"
2021,FL,"Combined Heat and Power, Commercial Power",Total,"437,227"
2021,FL,"Combined Heat and Power, Commercial Power",Natural Gas,"68,591"
2021,FL,"Combined Heat and Power, Commercial Power",Other,"190,290"
2021,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"7,234"
2021,FL,"Combined Heat and Power, Commercial Power",Other Biomass,"171,111"
2021,FL,"Combined Heat and Power, Electric Power",Total,"2,007,886"
2021,FL,"Combined Heat and Power, Electric Power",Natural Gas,"1,971,416"
2021,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2021,FL,"Combined Heat and Power, Electric Power",Other Biomass,"36,469"
2021,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2021,FL,"Electric Generators, Independent Power Producers",Total,"9,617,459"
2021,FL,"Electric Generators, Independent Power Producers",Natural Gas,"5,702,624"
2021,FL,"Electric Generators, Independent Power Producers",Other,"1,441,191"
2021,FL,"Electric Generators, Independent Power Producers",Petroleum,"21,755"
2021,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"933,743"
2021,FL,"Electric Generators, Independent Power Producers",Other Biomass,"1,518,146"
2021,FL,"Electric Generators, Electric Utilities",Total,"231,114,052"
2021,FL,"Electric Generators, Electric Utilities",Coal,"18,338,497"
2021,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"251,607"
2021,FL,"Electric Generators, Electric Utilities",Natural Gas,"173,100,597"
2021,FL,"Electric Generators, Electric Utilities",Nuclear,"29,514,894"
2021,FL,"Electric Generators, Electric Utilities",Other,"-1,538"
2021,FL,"Electric Generators, Electric Utilities",Petroleum,"1,120,252"
2021,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"8,104,565"
2021,FL,"Electric Generators, Electric Utilities",Other Biomass,"76,035"
2021,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"609,143"
2021,GA,Total Electric Power Industry,Total,"124,200,528"
2021,GA,Total Electric Power Industry,Coal,"19,076,184"
2021,GA,Total Electric Power Industry,Pumped Storage,"-133,728"
2021,GA,Total Electric Power Industry,Hydroelectric Conventional,"3,661,043"
2021,GA,Total Electric Power Industry,Natural Gas,"56,673,115"
2021,GA,Total Electric Power Industry,Nuclear,"33,951,976"
2021,GA,Total Electric Power Industry,Other,"78,958"
2021,GA,Total Electric Power Industry,Petroleum,"179,031"
2021,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"4,868,365"
2021,GA,Total Electric Power Industry,Other Biomass,"324,305"
2021,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"5,521,280"
2021,GA,"Combined Heat and Power, Industrial Power",Total,"5,135,755"
