YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2021,SD,"Combined Heat and Power, Industrial Power",Natural Gas,"31,614"
2021,SD,"Combined Heat and Power, Industrial Power",Other,0
2021,SD,"Combined Heat and Power, Industrial Power",Other Biomass,"1,119"
2021,SD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"21,677"
2021,SD,"Combined Heat and Power, Commercial Power",Total,6
2021,SD,"Combined Heat and Power, Commercial Power",Petroleum,6
2021,SD,"Electric Generators, Independent Power Producers",Total,"7,846,050"
2021,SD,"Electric Generators, Independent Power Producers",Other,0
2021,SD,"Electric Generators, Independent Power Producers",Petroleum,25
2021,SD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"2,007"
2021,SD,"Electric Generators, Independent Power Producers",Wind,"7,844,018"
2021,SD,"Electric Generators, Electric Utilities",Total,"9,421,943"
2021,SD,"Electric Generators, Electric Utilities",Coal,"1,638,390"
2021,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"4,982,552"
2021,SD,"Electric Generators, Electric Utilities",Natural Gas,"1,280,241"
2021,SD,"Electric Generators, Electric Utilities",Petroleum,"38,161"
2021,SD,"Electric Generators, Electric Utilities",Other Biomass,0
2021,SD,"Electric Generators, Electric Utilities",Wind,"1,482,599"
2021,TN,Total Electric Power Industry,Total,"79,057,209"
2021,TN,Total Electric Power Industry,Coal,"18,259,796"
2021,TN,Total Electric Power Industry,Pumped Storage,"-577,291"
2021,TN,Total Electric Power Industry,Hydroelectric Conventional,"10,871,480"
2021,TN,Total Electric Power Industry,Natural Gas,"13,986,006"
2021,TN,Total Electric Power Industry,Nuclear,"35,330,407"
2021,TN,Total Electric Power Industry,Other Gases,"10,654"
2021,TN,Total Electric Power Industry,Other,"6,637"
2021,TN,Total Electric Power Industry,Petroleum,"103,066"
2021,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"338,576"
2021,TN,Total Electric Power Industry,Other Biomass,"82,346"
2021,TN,Total Electric Power Industry,Wind,"28,186"
2021,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,"617,346"
2021,TN,"Combined Heat and Power, Industrial Power",Total,"2,250,729"
2021,TN,"Combined Heat and Power, Industrial Power",Coal,"425,015"
2021,TN,"Combined Heat and Power, Industrial Power",Natural Gas,"1,172,506"
2021,TN,"Combined Heat and Power, Industrial Power",Other Gases,"10,654"
2021,TN,"Combined Heat and Power, Industrial Power",Other,"6,637"
2021,TN,"Combined Heat and Power, Industrial Power",Petroleum,"1,949"
2021,TN,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"5,833"
2021,TN,"Combined Heat and Power, Industrial Power",Other Biomass,"10,789"
2021,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"617,346"
2021,TN,"Combined Heat and Power, Commercial Power",Total,"200,715"
2021,TN,"Combined Heat and Power, Commercial Power",Coal,0
2021,TN,"Combined Heat and Power, Commercial Power",Natural Gas,"196,432"
2021,TN,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,TN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"4,283"
2021,TN,"Electric Generators, Independent Power Producers",Total,"1,385,250"
2021,TN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"941,522"
2021,TN,"Electric Generators, Independent Power Producers",Natural Gas,"17,833"
2021,TN,"Electric Generators, Independent Power Producers",Petroleum,344
2021,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"325,808"
2021,TN,"Electric Generators, Independent Power Producers",Other Biomass,"71,557"
2021,TN,"Electric Generators, Independent Power Producers",Wind,"28,186"
2021,TN,"Electric Generators, Electric Utilities",Total,"75,220,515"
2021,TN,"Electric Generators, Electric Utilities",Coal,"17,834,781"
2021,TN,"Electric Generators, Electric Utilities",Pumped Storage,"-577,291"
2021,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"9,929,958"
2021,TN,"Electric Generators, Electric Utilities",Natural Gas,"12,599,235"
2021,TN,"Electric Generators, Electric Utilities",Nuclear,"35,330,407"
2021,TN,"Electric Generators, Electric Utilities",Petroleum,"100,773"
2021,TN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,652"
2021,TN,"Electric Generators, Electric Utilities",Other Biomass,0
2021,TN,"Electric Generators, Electric Utilities",Wind,0
2021,TX,Total Electric Power Industry,Total,"481,844,256"
2021,TX,Total Electric Power Industry,Coal,"88,818,139"
2021,TX,Total Electric Power Industry,Hydroelectric Conventional,"1,082,469"
2021,TX,Total Electric Power Industry,Natural Gas,"233,120,825"
2021,TX,Total Electric Power Industry,Nuclear,"40,211,257"
2021,TX,Total Electric Power Industry,Other Gases,"2,217,666"
2021,TX,Total Electric Power Industry,Other,"419,549"
2021,TX,Total Electric Power Industry,Petroleum,"297,630"
2021,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,"14,921,097"
2021,TX,Total Electric Power Industry,Other Biomass,"342,069"
2021,TX,Total Electric Power Industry,Wind,"99,474,216"
2021,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"939,340"
2021,TX,"Combined Heat and Power, Industrial Power",Total,"41,647,327"
2021,TX,"Combined Heat and Power, Industrial Power",Natural Gas,"39,488,773"
2021,TX,"Combined Heat and Power, Industrial Power",Other Gases,"800,568"
2021,TX,"Combined Heat and Power, Industrial Power",Other,"400,899"
2021,TX,"Combined Heat and Power, Industrial Power",Petroleum,"97,655"
2021,TX,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,195
2021,TX,"Combined Heat and Power, Industrial Power",Other Biomass,"89,207"
2021,TX,"Combined Heat and Power, Industrial Power",Wind,"3,674"
2021,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"766,356"
2021,TX,"Combined Heat and Power, Commercial Power",Total,"645,140"
2021,TX,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,768
2021,TX,"Combined Heat and Power, Commercial Power",Natural Gas,"591,098"
2021,TX,"Combined Heat and Power, Commercial Power",Petroleum,385
2021,TX,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,438"
2021,TX,"Combined Heat and Power, Commercial Power",Other Biomass,0
2021,TX,"Combined Heat and Power, Commercial Power",Wind,"50,450"
2021,TX,"Combined Heat and Power, Electric Power",Total,"41,676,535"
2021,TX,"Combined Heat and Power, Electric Power",Natural Gas,"40,206,543"
2021,TX,"Combined Heat and Power, Electric Power",Other Gases,"1,417,098"
2021,TX,"Combined Heat and Power, Electric Power",Other,"52,894"
2021,TX,"Electric Generators, Independent Power Producers",Total,"317,691,419"
2021,TX,"Electric Generators, Independent Power Producers",Coal,"55,110,325"
2021,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"36,816"
2021,TX,"Electric Generators, Independent Power Producers",Natural Gas,"107,909,590"
2021,TX,"Electric Generators, Independent Power Producers",Nuclear,"40,211,257"
2021,TX,"Electric Generators, Independent Power Producers",Other,"-33,010"
2021,TX,"Electric Generators, Independent Power Producers",Petroleum,"82,497"
2021,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"14,903,335"
2021,TX,"Electric Generators, Independent Power Producers",Other Biomass,"252,862"
2021,TX,"Electric Generators, Independent Power Producers",Wind,"99,217,747"
2021,TX,"Electric Generators, Electric Utilities",Total,"80,183,836"
2021,TX,"Electric Generators, Electric Utilities",Coal,"33,707,815"
2021,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,044,885"
2021,TX,"Electric Generators, Electric Utilities",Natural Gas,"44,924,821"
2021,TX,"Electric Generators, Electric Utilities",Other,"-1,234"
2021,TX,"Electric Generators, Electric Utilities",Petroleum,"117,092"
2021,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"15,129"
2021,TX,"Electric Generators, Electric Utilities",Other Biomass,0
2021,TX,"Electric Generators, Electric Utilities",Wind,"202,345"
2021,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"172,984"
2021,US-Total,Total Electric Power Industry,Total,"4,109,699,390"
2021,US-Total,Total Electric Power Industry,Coal,"897,998,760"
2021,US-Total,Total Electric Power Industry,Geothermal,"15,975,127"
2021,US-Total,Total Electric Power Industry,Pumped Storage,"-5,111,684"
2021,US-Total,Total Electric Power Industry,Hydroelectric Conventional,"251,584,842"
2021,US-Total,Total Electric Power Industry,Natural Gas,"1,579,189,987"
2021,US-Total,Total Electric Power Industry,Nuclear,"779,644,595"
2021,US-Total,Total Electric Power Industry,Other Gases,"11,397,237"
2021,US-Total,Total Electric Power Industry,Other,"12,140,066"
2021,US-Total,Total Electric Power Industry,Petroleum,"19,173,210"
2021,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,"115,258,248"
2021,US-Total,Total Electric Power Industry,Other Biomass,"17,789,553"
2021,US-Total,Total Electric Power Industry,Wind,"378,196,775"
2021,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,"36,462,673"
2021,US-Total,"Combined Heat and Power, Industrial Power",Total,"139,750,192"
2021,US-Total,"Combined Heat and Power, Industrial Power",Coal,"5,278,278"
2021,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"936,147"
2021,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,"95,240,305"
2021,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,"8,093,130"
2021,US-Total,"Combined Heat and Power, Industrial Power",Other,"3,974,797"
2021,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,"766,545"
2021,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"136,542"
2021,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,"799,607"
2021,US-Total,"Combined Heat and Power, Industrial Power",Wind,"111,661"
2021,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"24,413,180"
2021,US-Total,"Combined Heat and Power, Commercial Power",Total,"12,767,912"
2021,US-Total,"Combined Heat and Power, Commercial Power",Coal,"280,500"
2021,US-Total,"Combined Heat and Power, Commercial Power",Geothermal,"501,703"
2021,US-Total,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2021,US-Total,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"257,718"
2021,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas,"7,346,295"
2021,US-Total,"Combined Heat and Power, Commercial Power",Other,"1,208,681"
2021,US-Total,"Combined Heat and Power, Commercial Power",Petroleum,"98,307"
2021,US-Total,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"598,406"
2021,US-Total,"Combined Heat and Power, Commercial Power",Other Biomass,"2,155,752"
2021,US-Total,"Combined Heat and Power, Commercial Power",Wind,"167,787"
2021,US-Total,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"152,762"
2021,US-Total,"Combined Heat and Power, Electric Power",Total,"132,882,729"
2021,US-Total,"Combined Heat and Power, Electric Power",Coal,"10,021,151"
2021,US-Total,"Combined Heat and Power, Electric Power",Natural Gas,"113,081,749"
2021,US-Total,"Combined Heat and Power, Electric Power",Other Gases,"3,292,429"
2021,US-Total,"Combined Heat and Power, Electric Power",Other,"770,324"
2021,US-Total,"Combined Heat and Power, Electric Power",Petroleum,"2,696,334"
2021,US-Total,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,"7,417"
2021,US-Total,"Combined Heat and Power, Electric Power",Other Biomass,"974,718"
2021,US-Total,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"2,038,607"
2021,US-Total,"Electric Generators, Independent Power Producers",Total,"1,612,655,156"
2021,US-Total,"Electric Generators, Independent Power Producers",Coal,"207,614,508"
2021,US-Total,"Electric Generators, Independent Power Producers",Geothermal,"14,465,992"
2021,US-Total,"Electric Generators, Independent Power Producers",Pumped Storage,"-1,235,403"
2021,US-Total,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"21,702,299"
2021,US-Total,"Electric Generators, Independent Power Producers",Natural Gas,"586,465,050"
2021,US-Total,"Electric Generators, Independent Power Producers",Nuclear,"348,961,168"
2021,US-Total,"Electric Generators, Independent Power Producers",Other Gases,0
2021,US-Total,"Electric Generators, Independent Power Producers",Other,"5,678,663"
2021,US-Total,"Electric Generators, Independent Power Producers",Petroleum,"1,093,719"
2021,US-Total,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"100,604,654"
2021,US-Total,"Electric Generators, Independent Power Producers",Other Biomass,"12,662,488"
2021,US-Total,"Electric Generators, Independent Power Producers",Wind,"307,579,444"
2021,US-Total,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"7,062,574"
2021,US-Total,"Electric Generators, Electric Utilities",Total,"2,211,643,401"
2021,US-Total,"Electric Generators, Electric Utilities",Coal,"674,804,323"
2021,US-Total,"Electric Generators, Electric Utilities",Geothermal,"1,007,432"
2021,US-Total,"Electric Generators, Electric Utilities",Pumped Storage,"-3,876,281"
2021,US-Total,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"228,688,678"
2021,US-Total,"Electric Generators, Electric Utilities",Natural Gas,"777,056,588"
2021,US-Total,"Electric Generators, Electric Utilities",Nuclear,"430,683,427"
2021,US-Total,"Electric Generators, Electric Utilities",Other Gases,"11,678"
2021,US-Total,"Electric Generators, Electric Utilities",Other,"507,600"
2021,US-Total,"Electric Generators, Electric Utilities",Petroleum,"14,518,305"
2021,US-Total,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"13,911,229"
2021,US-Total,"Electric Generators, Electric Utilities",Other Biomass,"1,196,989"
2021,US-Total,"Electric Generators, Electric Utilities",Wind,"70,337,883"
2021,US-Total,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"2,795,549"
2021,UT,Total Electric Power Industry,Total,"42,565,645"
2021,UT,Total Electric Power Industry,Coal,"26,375,565"
2021,UT,Total Electric Power Industry,Geothermal,"419,662"
2021,UT,Total Electric Power Industry,Hydroelectric Conventional,"493,542"
2021,UT,Total Electric Power Industry,Natural Gas,"10,686,336"
2021,UT,Total Electric Power Industry,Other Gases,"5,272"
2021,UT,Total Electric Power Industry,Other,"161,821"
2021,UT,Total Electric Power Industry,Petroleum,"38,114"
2021,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,479,353"
2021,UT,Total Electric Power Industry,Other Biomass,"80,752"
2021,UT,Total Electric Power Industry,Wind,"825,229"
2021,UT,"Combined Heat and Power, Industrial Power",Total,"416,950"
2021,UT,"Combined Heat and Power, Industrial Power",Coal,0
2021,UT,"Combined Heat and Power, Industrial Power",Natural Gas,"281,572"
2021,UT,"Combined Heat and Power, Industrial Power",Other Gases,"5,272"
2021,UT,"Combined Heat and Power, Industrial Power",Other,"130,106"
2021,UT,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,UT,"Combined Heat and Power, Commercial Power",Total,"113,792"
2021,UT,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"34,650"
2021,UT,"Combined Heat and Power, Commercial Power",Natural Gas,"64,672"
2021,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,UT,"Combined Heat and Power, Commercial Power",Other Biomass,"14,470"
2021,UT,"Combined Heat and Power, Electric Power",Total,"115,199"
2021,UT,"Combined Heat and Power, Electric Power",Natural Gas,"115,199"
2021,UT,"Electric Generators, Independent Power Producers",Total,"4,988,996"
2021,UT,"Electric Generators, Independent Power Producers",Coal,"399,316"
2021,UT,"Electric Generators, Independent Power Producers",Geothermal,"208,436"
2021,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"8,798"
2021,UT,"Electric Generators, Independent Power Producers",Petroleum,"1,582"
2021,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,479,353"
2021,UT,"Electric Generators, Independent Power Producers",Other Biomass,"66,282"
2021,UT,"Electric Generators, Independent Power Producers",Wind,"825,229"
2021,UT,"Electric Generators, Electric Utilities",Total,"36,930,708"
2021,UT,"Electric Generators, Electric Utilities",Coal,"25,976,248"
2021,UT,"Electric Generators, Electric Utilities",Geothermal,"211,226"
2021,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"450,094"
2021,UT,"Electric Generators, Electric Utilities",Natural Gas,"10,224,893"
2021,UT,"Electric Generators, Electric Utilities",Other,"31,715"
2021,UT,"Electric Generators, Electric Utilities",Petroleum,"36,532"
2021,VA,Total Electric Power Industry,Total,"93,478,182"
2021,VA,Total Electric Power Industry,Coal,"3,248,473"
2021,VA,Total Electric Power Industry,Pumped Storage,"-1,038,703"
2021,VA,Total Electric Power Industry,Hydroelectric Conventional,"1,305,725"
2021,VA,Total Electric Power Industry,Natural Gas,"53,611,274"
2021,VA,Total Electric Power Industry,Nuclear,"28,571,516"
2021,VA,Total Electric Power Industry,Other,"527,592"
2021,VA,Total Electric Power Industry,Petroleum,"340,785"
2021,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,267,494"
2021,VA,Total Electric Power Industry,Other Biomass,"987,499"
2021,VA,Total Electric Power Industry,Wind,"49,583"
2021,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,606,944"
2021,VA,"Combined Heat and Power, Industrial Power",Total,"2,315,942"
2021,VA,"Combined Heat and Power, Industrial Power",Coal,"135,803"
2021,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,326
2021,VA,"Combined Heat and Power, Industrial Power",Natural Gas,"823,014"
2021,VA,"Combined Heat and Power, Industrial Power",Petroleum,"3,725"
2021,VA,"Combined Heat and Power, Industrial Power",Other Biomass,"17,145"
2021,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,335,929"
2021,VA,"Combined Heat and Power, Commercial Power",Total,"328,390"
2021,VA,"Combined Heat and Power, Commercial Power",Coal,0
2021,VA,"Combined Heat and Power, Commercial Power",Natural Gas,"-4,324"
2021,VA,"Combined Heat and Power, Commercial Power",Other,"148,991"
2021,VA,"Combined Heat and Power, Commercial Power",Petroleum,"48,473"
2021,VA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,673"
2021,VA,"Combined Heat and Power, Commercial Power",Other Biomass,"133,577"
2021,VA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,VA,"Combined Heat and Power, Electric Power",Total,"1,012,106"
2021,VA,"Combined Heat and Power, Electric Power",Coal,0
2021,VA,"Combined Heat and Power, Electric Power",Natural Gas,"1,008,509"
2021,VA,"Combined Heat and Power, Electric Power",Petroleum,"3,597"
2021,VA,"Electric Generators, Independent Power Producers",Total,"17,372,680"
2021,VA,"Electric Generators, Independent Power Producers",Coal,"89,668"
2021,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"111,303"
2021,VA,"Electric Generators, Independent Power Producers",Natural Gas,"13,736,123"
2021,VA,"Electric Generators, Independent Power Producers",Other,"378,601"
2021,VA,"Electric Generators, Independent Power Producers",Petroleum,"67,537"
2021,VA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,908,008"
2021,VA,"Electric Generators, Independent Power Producers",Other Biomass,"836,777"
2021,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"244,663"
2021,VA,"Electric Generators, Electric Utilities",Total,"72,449,064"
2021,VA,"Electric Generators, Electric Utilities",Coal,"3,023,002"
2021,VA,"Electric Generators, Electric Utilities",Pumped Storage,"-1,038,703"
2021,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,194,096"
2021,VA,"Electric Generators, Electric Utilities",Natural Gas,"38,047,952"
2021,VA,"Electric Generators, Electric Utilities",Nuclear,"28,571,516"
2021,VA,"Electric Generators, Electric Utilities",Petroleum,"217,453"
2021,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,357,813"
2021,VA,"Electric Generators, Electric Utilities",Other Biomass,0
2021,VA,"Electric Generators, Electric Utilities",Wind,"49,583"
2021,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"1,026,352"
2021,VT,Total Electric Power Industry,Total,"2,107,703"
2021,VT,Total Electric Power Industry,Hydroelectric Conventional,"1,092,771"
2021,VT,Total Electric Power Industry,Natural Gas,"2,054"
2021,VT,Total Electric Power Industry,Other,"2,182"
2021,VT,Total Electric Power Industry,Petroleum,"2,885"
2021,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"173,303"
2021,VT,Total Electric Power Industry,Other Biomass,"60,329"
2021,VT,Total Electric Power Industry,Wind,"338,188"
2021,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"435,991"
2021,VT,"Combined Heat and Power, Commercial Power",Total,"3,141"
2021,VT,"Combined Heat and Power, Commercial Power",Natural Gas,"1,500"
2021,VT,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,VT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,641"
2021,VT,"Electric Generators, Independent Power Producers",Total,"1,205,371"
2021,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"743,888"
2021,VT,"Electric Generators, Independent Power Producers",Other,-323
2021,VT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"117,601"
2021,VT,"Electric Generators, Independent Power Producers",Other Biomass,"6,683"
2021,VT,"Electric Generators, Independent Power Producers",Wind,"175,973"
2021,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"161,549"
2021,VT,"Electric Generators, Electric Utilities",Total,"899,191"
2021,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"348,883"
2021,VT,"Electric Generators, Electric Utilities",Natural Gas,554
2021,VT,"Electric Generators, Electric Utilities",Other,"2,505"
2021,VT,"Electric Generators, Electric Utilities",Petroleum,"2,885"
2021,VT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"55,702"
2021,VT,"Electric Generators, Electric Utilities",Other Biomass,"53,646"
2021,VT,"Electric Generators, Electric Utilities",Wind,"162,215"
2021,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"272,801"
2021,WA,Total Electric Power Industry,Total,"110,808,401"
2021,WA,Total Electric Power Industry,Coal,"3,132,521"
2021,WA,Total Electric Power Industry,Pumped Storage,"1,986"
2021,WA,Total Electric Power Industry,Hydroelectric Conventional,"71,379,357"
2021,WA,Total Electric Power Industry,Natural Gas,"16,589,252"
2021,WA,Total Electric Power Industry,Nuclear,"8,511,288"
2021,WA,Total Electric Power Industry,Other Gases,"237,716"
2021,WA,Total Electric Power Industry,Other,"65,514"
2021,WA,Total Electric Power Industry,Petroleum,"32,024"
2021,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"50,208"
2021,WA,Total Electric Power Industry,Other Biomass,"115,443"
2021,WA,Total Electric Power Industry,Wind,"9,297,756"
2021,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,395,335"
2021,WA,"Combined Heat and Power, Industrial Power",Total,"2,187,958"
2021,WA,"Combined Heat and Power, Industrial Power",Coal,"25,031"
2021,WA,"Combined Heat and Power, Industrial Power",Natural Gas,"822,068"
2021,WA,"Combined Heat and Power, Industrial Power",Other Gases,"237,716"
2021,WA,"Combined Heat and Power, Industrial Power",Petroleum,"19,235"
2021,WA,"Combined Heat and Power, Industrial Power",Other Biomass,"10,999"
2021,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,072,910"
2021,WA,"Combined Heat and Power, Commercial Power",Total,"23,683"
2021,WA,"Combined Heat and Power, Commercial Power",Natural Gas,"12,769"
2021,WA,"Combined Heat and Power, Commercial Power",Petroleum,257
2021,WA,"Combined Heat and Power, Commercial Power",Other Biomass,"10,657"
2021,WA,"Electric Generators, Independent Power Producers",Total,"12,979,924"
2021,WA,"Electric Generators, Independent Power Producers",Coal,"3,107,489"
2021,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"258,599"
2021,WA,"Electric Generators, Independent Power Producers",Natural Gas,"4,830,538"
2021,WA,"Electric Generators, Independent Power Producers",Other,"65,790"
2021,WA,"Electric Generators, Independent Power Producers",Petroleum,"8,957"
2021,WA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"43,424"
2021,WA,"Electric Generators, Independent Power Producers",Other Biomass,"93,787"
2021,WA,"Electric Generators, Independent Power Producers",Wind,"4,571,339"
2021,WA,"Electric Generators, Electric Utilities",Total,"95,616,836"
2021,WA,"Electric Generators, Electric Utilities",Pumped Storage,"1,986"
2021,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"71,120,758"
2021,WA,"Electric Generators, Electric Utilities",Natural Gas,"10,923,878"
2021,WA,"Electric Generators, Electric Utilities",Nuclear,"8,511,288"
2021,WA,"Electric Generators, Electric Utilities",Other,-276
2021,WA,"Electric Generators, Electric Utilities",Petroleum,"3,575"
2021,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"6,784"
2021,WA,"Electric Generators, Electric Utilities",Other Biomass,0
2021,WA,"Electric Generators, Electric Utilities",Wind,"4,726,417"
2021,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"322,426"
2021,WI,Total Electric Power Industry,Total,"64,276,480"
2021,WI,Total Electric Power Industry,Coal,"27,441,587"
2021,WI,Total Electric Power Industry,Hydroelectric Conventional,"2,144,883"
2021,WI,Total Electric Power Industry,Natural Gas,"21,342,001"
2021,WI,Total Electric Power Industry,Nuclear,"9,970,190"
2021,WI,Total Electric Power Industry,Other,"25,346"
2021,WI,Total Electric Power Industry,Petroleum,"320,543"
2021,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"366,806"
2021,WI,Total Electric Power Industry,Other Biomass,"411,050"
2021,WI,Total Electric Power Industry,Wind,"1,593,479"
2021,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"660,595"
2021,WI,"Combined Heat and Power, Industrial Power",Total,"1,544,149"
2021,WI,"Combined Heat and Power, Industrial Power",Coal,"208,309"
2021,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"121,734"
2021,WI,"Combined Heat and Power, Industrial Power",Natural Gas,"900,823"
2021,WI,"Combined Heat and Power, Industrial Power",Other,"2,209"
2021,WI,"Combined Heat and Power, Industrial Power",Petroleum,"4,387"
2021,WI,"Combined Heat and Power, Industrial Power",Other Biomass,"14,330"
2021,WI,"Combined Heat and Power, Industrial Power",Wind,"6,871"
2021,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"285,486"
2021,WI,"Combined Heat and Power, Commercial Power",Total,"148,068"
2021,WI,"Combined Heat and Power, Commercial Power",Coal,0
2021,WI,"Combined Heat and Power, Commercial Power",Natural Gas,"71,703"
2021,WI,"Combined Heat and Power, Commercial Power",Petroleum,831
2021,WI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"3,749"
2021,WI,"Combined Heat and Power, Commercial Power",Other Biomass,"51,068"
2021,WI,"Combined Heat and Power, Commercial Power",Wind,"20,717"
2021,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,WI,"Combined Heat and Power, Electric Power",Total,"921,073"
2021,WI,"Combined Heat and Power, Electric Power",Natural Gas,"867,323"
2021,WI,"Combined Heat and Power, Electric Power",Petroleum,"1,194"
2021,WI,"Combined Heat and Power, Electric Power",Other Biomass,"52,556"
2021,WI,"Electric Generators, Independent Power Producers",Total,"11,037,826"
2021,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"118,615"
2021,WI,"Electric Generators, Independent Power Producers",Nuclear,"9,970,190"
2021,WI,"Electric Generators, Independent Power Producers",Petroleum,-222
2021,WI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"110,124"
2021,WI,"Electric Generators, Independent Power Producers",Other Biomass,"280,157"
