geotype,geoid,geoname,varname,x2021
county,6041,"Marin County, California",drilloffshore,33.16
county,6043,"Mariposa County, California",drilloffshore,45.8
county,6045,"Mendocino County, California",drilloffshore,40.67
county,6047,"Merced County, California",drilloffshore,47.61
county,6049,"Modoc County, California",drilloffshore,47.36
county,6051,"Mono County, California",drilloffshore,40.7
county,6053,"Monterey County, California",drilloffshore,35.21
county,6055,"Napa County, California",drilloffshore,38.15
county,6057,"Nevada County, California",drilloffshore,43.86
county,6059,"Orange County, California",drilloffshore,43.86
county,6061,"Placer County, California",drilloffshore,44.21
county,6063,"Plumas County, California",drilloffshore,43.33
county,6065,"Riverside County, California",drilloffshore,43.03
county,6067,"Sacramento County, California",drilloffshore,41.17
county,6069,"San Benito County, California",drilloffshore,41.0
county,6071,"San Bernardino County, California",drilloffshore,43.23
county,6073,"San Diego County, California",drilloffshore,44.03
county,6075,"San Francisco County, California",drilloffshore,25.58
county,6077,"San Joaquin County, California",drilloffshore,42.17
county,6079,"San Luis Obispo County, California",drilloffshore,39.05
county,6081,"San Mateo County, California",drilloffshore,30.05
county,6083,"Santa Barbara County, California",drilloffshore,33.87
county,6085,"Santa Clara County, California",drilloffshore,34.97
county,6087,"Santa Cruz County, California",drilloffshore,31.6
county,6089,"Shasta County, California",drilloffshore,48.56
county,6091,"Sierra County, California",drilloffshore,49.04
county,6093,"Siskiyou County, California",drilloffshore,45.12
county,6095,"Solano County, California",drilloffshore,39.76
county,6097,"Sonoma County, California",drilloffshore,37.85
county,6099,"Stanislaus County, California",drilloffshore,44.72
county,6101,"Sutter County, California",drilloffshore,47.87
county,6103,"Tehama County, California",drilloffshore,48.85
county,6105,"Trinity County, California",drilloffshore,46.47
county,6107,"Tulare County, California",drilloffshore,46.83
county,6109,"Tuolumne County, California",drilloffshore,48.23
county,6111,"Ventura County, California",drilloffshore,40.77
county,6113,"Yolo County, California",drilloffshore,38.14
county,6115,"Yuba County, California",drilloffshore,47.54
county,8001,"Adams County, Colorado",drilloffshore,43.14
county,8003,"Alamosa County, Colorado",drilloffshore,47.44
county,8005,"Arapahoe County, Colorado",drilloffshore,40.06
county,8007,"Archuleta County, Colorado",drilloffshore,45.36
county,8009,"Baca County, Colorado",drilloffshore,53.74
county,8011,"Bent County, Colorado",drilloffshore,51.86
county,8013,"Boulder County, Colorado",drilloffshore,35.18
county,8014,"Broomfield County, Colorado",drilloffshore,38.23
county,8015,"Chaffee County, Colorado",drilloffshore,44.96
county,8017,"Cheyenne County, Colorado",drilloffshore,56.24
county,8019,"Clear Creek County, Colorado",drilloffshore,38.1
county,8021,"Conejos County, Colorado",drilloffshore,39.6
county,8023,"Costilla County, Colorado",drilloffshore,36.51
county,8025,"Crowley County, Colorado",drilloffshore,55.84
county,8027,"Custer County, Colorado",drilloffshore,51.99
county,8029,"Delta County, Colorado",drilloffshore,51.41
county,8031,"Denver County, Colorado",drilloffshore,30.82
county,8033,"Dolores County, Colorado",drilloffshore,50.04
county,8035,"Douglas County, Colorado",drilloffshore,44.18
county,8037,"Eagle County, Colorado",drilloffshore,40.33
county,8039,"Elbert County, Colorado",drilloffshore,47.65
county,8041,"El Paso County, Colorado",drilloffshore,42.52
county,8043,"Fremont County, Colorado",drilloffshore,54.05
county,8045,"Garfield County, Colorado",drilloffshore,43.11
county,8047,"Gilpin County, Colorado",drilloffshore,40.83
county,8049,"Grand County, Colorado",drilloffshore,45.12
county,8051,"Gunnison County, Colorado",drilloffshore,40.25
county,8053,"Hinsdale County, Colorado",drilloffshore,47.21
county,8055,"Huerfano County, Colorado",drilloffshore,40.62
county,8057,"Jackson County, Colorado",drilloffshore,49.41
county,8059,"Jefferson County, Colorado",drilloffshore,43.08
county,8061,"Kiowa County, Colorado",drilloffshore,57.43
county,8063,"Kit Carson County, Colorado",drilloffshore,54.11
county,8065,"Lake County, Colorado",drilloffshore,38.0
county,8067,"La Plata County, Colorado",drilloffshore,39.32
county,8069,"Larimer County, Colorado",drilloffshore,42.66
county,8071,"Las Animas County, Colorado",drilloffshore,42.7
county,8073,"Lincoln County, Colorado",drilloffshore,49.14
county,8075,"Logan County, Colorado",drilloffshore,54.15
county,8077,"Mesa County, Colorado",drilloffshore,50.97
county,8079,"Mineral County, Colorado",drilloffshore,38.38
county,8081,"Moffat County, Colorado",drilloffshore,57.09
county,8083,"Montezuma County, Colorado",drilloffshore,49.44
county,8085,"Montrose County, Colorado",drilloffshore,53.36
county,8087,"Morgan County, Colorado",drilloffshore,49.47
county,8089,"Otero County, Colorado",drilloffshore,46.41
county,8091,"Ouray County, Colorado",drilloffshore,37.29
county,8093,"Park County, Colorado",drilloffshore,50.52
county,8095,"Phillips County, Colorado",drilloffshore,54.22
county,8097,"Pitkin County, Colorado",drilloffshore,38.27
county,8099,"Prowers County, Colorado",drilloffshore,53.62
county,8101,"Pueblo County, Colorado",drilloffshore,46.14
county,8103,"Rio Blanco County, Colorado",drilloffshore,52.98
county,8105,"Rio Grande County, Colorado",drilloffshore,47.33
county,8107,"Routt County, Colorado",drilloffshore,43.54
county,8109,"Saguache County, Colorado",drilloffshore,45.26
county,8111,"San Juan County, Colorado",drilloffshore,36.83
county,8113,"San Miguel County, Colorado",drilloffshore,40.37
county,8115,"Sedgwick County, Colorado",drilloffshore,49.41
county,8117,"Summit County, Colorado",drilloffshore,44.67
county,8119,"Teller County, Colorado",drilloffshore,52.39
county,8121,"Washington County, Colorado",drilloffshore,50.71
county,8123,"Weld County, Colorado",drilloffshore,51.86
county,8125,"Yuma County, Colorado",drilloffshore,51.58
county,9001,"Fairfield County, Connecticut",drilloffshore,44.12
county,9003,"Hartford County, Connecticut",drilloffshore,51.47
county,9005,"Litchfield County, Connecticut",drilloffshore,51.41
county,9007,"Middlesex County, Connecticut",drilloffshore,50.74
county,9009,"New Haven County, Connecticut",drilloffshore,45.66
county,9011,"New London County, Connecticut",drilloffshore,50.47
county,9013,"Tolland County, Connecticut",drilloffshore,51.03
county,9015,"Windham County, Connecticut",drilloffshore,53.84
county,9110,"Capitol Planning Region, Connecticut",drilloffshore,
county,9120,"Greater Bridgeport Planning Region, Connecticut",drilloffshore,
county,9130,"Lower Connecticut River Valley Planning Region, Connecticut",drilloffshore,
county,9140,"Naugatuck Valley Planning Region, Connecticut",drilloffshore,
county,9150,"Northeastern Connecticut Planning Region, Connecticut",drilloffshore,
county,9160,"Northwest Hills Planning Region, Connecticut",drilloffshore,
county,9170,"South Central Connecticut Planning Region, Connecticut",drilloffshore,
county,9180,"Southeastern Connecticut Planning Region, Connecticut",drilloffshore,
county,9190,"Western Connecticut Planning Region, Connecticut",drilloffshore,
county,10001,"Kent County, Delaware",drilloffshore,48.46
county,10003,"New Castle County, Delaware",drilloffshore,49.85
county,10005,"Sussex County, Delaware",drilloffshore,48.88
county,11001,"District of Columbia, District of Columbia",drilloffshore,32.02
county,12001,"Alachua County, Florida",drilloffshore,39.67
county,12003,"Baker County, Florida",drilloffshore,59.54
county,12005,"Bay County, Florida",drilloffshore,51.96
county,12007,"Bradford County, Florida",drilloffshore,49.58
county,12009,"Brevard County, Florida",drilloffshore,47.6
county,12011,"Broward County, Florida",drilloffshore,36.51
county,12013,"Calhoun County, Florida",drilloffshore,54.61
county,12015,"Charlotte County, Florida",drilloffshore,51.33
county,12017,"Citrus County, Florida",drilloffshore,51.57
county,12019,"Clay County, Florida",drilloffshore,53.08
county,12021,"Collier County, Florida",drilloffshore,47.44
county,12023,"Columbia County, Florida",drilloffshore,52.02
county,12027,"Desoto County, Florida",drilloffshore,
county,12027,"DeSoto County, Florida",drilloffshore,48.75
county,12029,"Dixie County, Florida",drilloffshore,55.53
county,12031,"Duval County, Florida",drilloffshore,48.75
county,12033,"Escambia County, Florida",drilloffshore,46.05
county,12035,"Flagler County, Florida",drilloffshore,50.08
county,12037,"Franklin County, Florida",drilloffshore,54.96
county,12039,"Gadsden County, Florida",drilloffshore,42.92
county,12041,"Gilchrist County, Florida",drilloffshore,48.27
county,12043,"Glades County, Florida",drilloffshore,50.03
county,12045,"Gulf County, Florida",drilloffshore,54.21
county,12047,"Hamilton County, Florida",drilloffshore,54.02
county,12049,"Hardee County, Florida",drilloffshore,55.64
county,12051,"Hendry County, Florida",drilloffshore,38.6
county,12053,"Hernando County, Florida",drilloffshore,56.87
county,12055,"Highlands County, Florida",drilloffshore,47.82
county,12057,"Hillsborough County, Florida",drilloffshore,41.2
county,12059,"Holmes County, Florida",drilloffshore,58.7
county,12061,"Indian River County, Florida",drilloffshore,51.32
county,12063,"Jackson County, Florida",drilloffshore,54.79
county,12065,"Jefferson County, Florida",drilloffshore,52.91
county,12067,"Lafayette County, Florida",drilloffshore,60.32
county,12069,"Lake County, Florida",drilloffshore,48.68
county,12071,"Lee County, Florida",drilloffshore,50.29
county,12073,"Leon County, Florida",drilloffshore,46.9
county,12075,"Levy County, Florida",drilloffshore,53.27
county,12077,"Liberty County, Florida",drilloffshore,57.51
county,12079,"Madison County, Florida",drilloffshore,53.54
county,12081,"Manatee County, Florida",drilloffshore,50.11
county,12083,"Marion County, Florida",drilloffshore,51.16
county,12085,"Martin County, Florida",drilloffshore,51.78
county,12086,"Miami-Dade County, Florida",drilloffshore,39.69
county,12087,"Monroe County, Florida",drilloffshore,39.25
county,12089,"Nassau County, Florida",drilloffshore,53.55
county,12091,"Okaloosa County, Florida",drilloffshore,52.3
county,12093,"Okeechobee County, Florida",drilloffshore,56.62
county,12095,"Orange County, Florida",drilloffshore,36.33
county,12097,"Osceola County, Florida",drilloffshore,42.14
county,12099,"Palm Beach County, Florida",drilloffshore,43.53
county,12101,"Pasco County, Florida",drilloffshore,46.96
county,12103,"Pinellas County, Florida",drilloffshore,35.83
county,12105,"Polk County, Florida",drilloffshore,46.48
county,12107,"Putnam County, Florida",drilloffshore,54.0
county,12109,"St. Johns County, Florida",drilloffshore,53.7
county,12111,"St. Lucie County, Florida",drilloffshore,43.67
county,12113,"Santa Rosa County, Florida",drilloffshore,48.41
county,12115,"Sarasota County, Florida",drilloffshore,46.39
county,12117,"Seminole County, Florida",drilloffshore,49.35
county,12119,"Sumter County, Florida",drilloffshore,48.81
county,12121,"Suwannee County, Florida",drilloffshore,55.85
county,12123,"Taylor County, Florida",drilloffshore,53.53
county,12125,"Union County, Florida",drilloffshore,50.15
county,12127,"Volusia County, Florida",drilloffshore,47.46
county,12129,"Wakulla County, Florida",drilloffshore,54.9
county,12131,"Walton County, Florida",drilloffshore,51.62
county,12133,"Washington County, Florida",drilloffshore,59.96
county,13001,"Appling County, Georgia",drilloffshore,59.85
county,13003,"Atkinson County, Georgia",drilloffshore,58.52
county,13005,"Bacon County, Georgia",drilloffshore,57.81
county,13007,"Baker County, Georgia",drilloffshore,60.15
county,13009,"Baldwin County, Georgia",drilloffshore,56.51
county,13011,"Banks County, Georgia",drilloffshore,60.88
county,13013,"Barrow County, Georgia",drilloffshore,57.85
county,13015,"Bartow County, Georgia",drilloffshore,63.15
county,13017,"Ben Hill County, Georgia",drilloffshore,59.46
county,13019,"Berrien County, Georgia",drilloffshore,63.39
county,13021,"Bibb County, Georgia",drilloffshore,48.36
county,13023,"Bleckley County, Georgia",drilloffshore,63.98
county,13025,"Brantley County, Georgia",drilloffshore,65.03
county,13027,"Brooks County, Georgia",drilloffshore,56.87
county,13029,"Bryan County, Georgia",drilloffshore,55.86
county,13031,"Bulloch County, Georgia",drilloffshore,52.61
county,13033,"Burke County, Georgia",drilloffshore,56.71
county,13035,"Butts County, Georgia",drilloffshore,60.07
county,13037,"Calhoun County, Georgia",drilloffshore,53.39
county,13039,"Camden County, Georgia",drilloffshore,59.39
county,13043,"Candler County, Georgia",drilloffshore,59.66
county,13045,"Carroll County, Georgia",drilloffshore,55.59
county,13047,"Catoosa County, Georgia",drilloffshore,61.5
county,13049,"Charlton County, Georgia",drilloffshore,62.76
county,13051,"Chatham County, Georgia",drilloffshore,44.16
county,13053,"Chattahoochee County, Georgia",drilloffshore,50.6
county,13055,"Chattooga County, Georgia",drilloffshore,63.11
county,13057,"Cherokee County, Georgia",drilloffshore,55.24
county,13059,"Clarke County, Georgia",drilloffshore,42.45
county,13061,"Clay County, Georgia",drilloffshore,54.26
county,13063,"Clayton County, Georgia",drilloffshore,43.9
county,13065,"Clinch County, Georgia",drilloffshore,60.07
county,13067,"Cobb County, Georgia",drilloffshore,49.21
county,13069,"Coffee County, Georgia",drilloffshore,58.24
county,13071,"Colquitt County, Georgia",drilloffshore,57.27
county,13073,"Columbia County, Georgia",drilloffshore,58.95
county,13075,"Cook County, Georgia",drilloffshore,58.96
county,13077,"Coweta County, Georgia",drilloffshore,57.75
county,13079,"Crawford County, Georgia",drilloffshore,64.5
county,13081,"Crisp County, Georgia",drilloffshore,58.21
county,13083,"Dade County, Georgia",drilloffshore,62.3
county,13085,"Dawson County, Georgia",drilloffshore,60.26
county,13087,"Decatur County, Georgia",drilloffshore,55.77
county,13089,"Dekalb County, Georgia",drilloffshore,
county,13089,"DeKalb County, Georgia",drilloffshore,42.03
county,13091,"Dodge County, Georgia",drilloffshore,59.63
county,13093,"Dooly County, Georgia",drilloffshore,54.59
county,13095,"Dougherty County, Georgia",drilloffshore,48.68
county,13097,"Douglas County, Georgia",drilloffshore,45.61
county,13099,"Early County, Georgia",drilloffshore,61.78
county,13101,"Echols County, Georgia",drilloffshore,64.07
county,13103,"Effingham County, Georgia",drilloffshore,62.82
county,13105,"Elbert County, Georgia",drilloffshore,60.09
county,13107,"Emanuel County, Georgia",drilloffshore,55.44
county,13109,"Evans County, Georgia",drilloffshore,59.63
county,13111,"Fannin County, Georgia",drilloffshore,57.0
county,13113,"Fayette County, Georgia",drilloffshore,53.05
county,13115,"Floyd County, Georgia",drilloffshore,58.5
county,13117,"Forsyth County, Georgia",drilloffshore,55.81
county,13119,"Franklin County, Georgia",drilloffshore,57.47
county,13121,"Fulton County, Georgia",drilloffshore,40.02
county,13123,"Gilmer County, Georgia",drilloffshore,53.46
county,13125,"Glascock County, Georgia",drilloffshore,64.02
county,13127,"Glynn County, Georgia",drilloffshore,54.08
county,13129,"Gordon County, Georgia",drilloffshore,62.1
county,13131,"Grady County, Georgia",drilloffshore,57.32
county,13133,"Greene County, Georgia",drilloffshore,56.27
county,13135,"Gwinnett County, Georgia",drilloffshore,51.09
county,13137,"Habersham County, Georgia",drilloffshore,61.67
county,13139,"Hall County, Georgia",drilloffshore,52.98
county,13141,"Hancock County, Georgia",drilloffshore,56.13
county,13143,"Haralson County, Georgia",drilloffshore,63.4
county,13145,"Harris County, Georgia",drilloffshore,61.66
county,13147,"Hart County, Georgia",drilloffshore,60.11
county,13149,"Heard County, Georgia",drilloffshore,63.0
county,13151,"Henry County, Georgia",drilloffshore,54.15
county,13153,"Houston County, Georgia",drilloffshore,55.79
county,13155,"Irwin County, Georgia",drilloffshore,63.91
county,13157,"Jackson County, Georgia",drilloffshore,58.5
county,13159,"Jasper County, Georgia",drilloffshore,59.01
county,13161,"Jeff Davis County, Georgia",drilloffshore,64.0
county,13163,"Jefferson County, Georgia",drilloffshore,55.54
county,13165,"Jenkins County, Georgia",drilloffshore,56.24
county,13167,"Johnson County, Georgia",drilloffshore,58.93
county,13169,"Jones County, Georgia",drilloffshore,58.66
county,13171,"Lamar County, Georgia",drilloffshore,60.11
county,13173,"Lanier County, Georgia",drilloffshore,62.55
county,13175,"Laurens County, Georgia",drilloffshore,59.56
county,13177,"Lee County, Georgia",drilloffshore,60.14
county,13179,"Liberty County, Georgia",drilloffshore,53.55
county,13181,"Lincoln County, Georgia",drilloffshore,60.55
county,13183,"Long County, Georgia",drilloffshore,52.31
county,13185,"Lowndes County, Georgia",drilloffshore,52.84
county,13187,"Lumpkin County, Georgia",drilloffshore,62.4
county,13189,"McDuffie County, Georgia",drilloffshore,57.93
county,13191,"McIntosh County, Georgia",drilloffshore,58.55
county,13193,"Macon County, Georgia",drilloffshore,49.04
county,13195,"Madison County, Georgia",drilloffshore,59.77
county,13197,"Marion County, Georgia",drilloffshore,52.37
county,13199,"Meriwether County, Georgia",drilloffshore,57.84
county,13201,"Miller County, Georgia",drilloffshore,62.46
county,13205,"Mitchell County, Georgia",drilloffshore,56.57
county,13207,"Monroe County, Georgia",drilloffshore,64.08
county,13209,"Montgomery County, Georgia",drilloffshore,60.99
county,13211,"Morgan County, Georgia",drilloffshore,57.77
county,13213,"Murray County, Georgia",drilloffshore,65.85
county,13215,"Muscogee County, Georgia",drilloffshore,51.07
county,13217,"Newton County, Georgia",drilloffshore,52.98
county,13219,"Oconee County, Georgia",drilloffshore,53.75
county,13221,"Oglethorpe County, Georgia",drilloffshore,57.93
county,13223,"Paulding County, Georgia",drilloffshore,58.59
county,13225,"Peach County, Georgia",drilloffshore,50.37
county,13227,"Pickens County, Georgia",drilloffshore,57.61
county,13229,"Pierce County, Georgia",drilloffshore,65.66
county,13231,"Pike County, Georgia",drilloffshore,65.88
county,13233,"Polk County, Georgia",drilloffshore,58.78
county,13235,"Pulaski County, Georgia",drilloffshore,61.89
county,13237,"Putnam County, Georgia",drilloffshore,62.08
county,13239,"Quitman County, Georgia",drilloffshore,49.74
county,13241,"Rabun County, Georgia",drilloffshore,53.12
county,13243,"Randolph County, Georgia",drilloffshore,48.24
county,13245,"Richmond County, Georgia",drilloffshore,51.05
county,13247,"Rockdale County, Georgia",drilloffshore,50.26
county,13249,"Schley County, Georgia",drilloffshore,64.04
county,13251,"Screven County, Georgia",drilloffshore,55.82
county,13253,"Seminole County, Georgia",drilloffshore,59.78
county,13255,"Spalding County, Georgia",drilloffshore,55.94
county,13257,"Stephens County, Georgia",drilloffshore,58.92
county,13259,"Stewart County, Georgia",drilloffshore,50.33
county,13261,"Sumter County, Georgia",drilloffshore,52.78
county,13263,"Talbot County, Georgia",drilloffshore,51.14
county,13265,"Taliaferro County, Georgia",drilloffshore,52.51
county,13267,"Tattnall County, Georgia",drilloffshore,56.82
county,13269,"Taylor County, Georgia",drilloffshore,60.43
county,13271,"Telfair County, Georgia",drilloffshore,60.17
county,13273,"Terrell County, Georgia",drilloffshore,55.02
county,13275,"Thomas County, Georgia",drilloffshore,56.94
county,13277,"Tift County, Georgia",drilloffshore,59.2
county,13279,"Toombs County, Georgia",drilloffshore,56.35
county,13281,"Towns County, Georgia",drilloffshore,58.45
county,13283,"Treutlen County, Georgia",drilloffshore,61.44
county,13285,"Troup County, Georgia",drilloffshore,56.08
county,13287,"Turner County, Georgia",drilloffshore,59.46
county,13289,"Twiggs County, Georgia",drilloffshore,59.18
county,13291,"Union County, Georgia",drilloffshore,58.38
county,13293,"Upson County, Georgia",drilloffshore,59.63
county,13295,"Walker County, Georgia",drilloffshore,61.97
county,13297,"Walton County, Georgia",drilloffshore,60.23
county,13299,"Ware County, Georgia",drilloffshore,58.24
county,13301,"Warren County, Georgia",drilloffshore,57.44
county,13303,"Washington County, Georgia",drilloffshore,54.74
county,13305,"Wayne County, Georgia",drilloffshore,56.83
county,13307,"Webster County, Georgia",drilloffshore,60.86
county,13309,"Wheeler County, Georgia",drilloffshore,62.02
county,13311,"White County, Georgia",drilloffshore,63.76
county,13313,"Whitfield County, Georgia",drilloffshore,54.95
county,13315,"Wilcox County, Georgia",drilloffshore,62.22
county,13317,"Wilkes County, Georgia",drilloffshore,59.51
county,13319,"Wilkinson County, Georgia",drilloffshore,54.04
county,13321,"Worth County, Georgia",drilloffshore,63.16
county,15001,"Hawaii County, Hawaii",drilloffshore,48.76
county,15003,"Honolulu County, Hawaii",drilloffshore,48.76
county,15005,"Kalawao County, Hawaii",drilloffshore,48.76
county,15007,"Kauai County, Hawaii",drilloffshore,48.76
county,15009,"Maui County, Hawaii",drilloffshore,48.76
county,16001,"Ada County, Idaho",drilloffshore,42.79
county,16003,"Adams County, Idaho",drilloffshore,51.42
county,16005,"Bannock County, Idaho",drilloffshore,45.55
county,16007,"Bear Lake County, Idaho",drilloffshore,54.73
county,16009,"Benewah County, Idaho",drilloffshore,53.73
county,16011,"Bingham County, Idaho",drilloffshore,50.96
county,16013,"Blaine County, Idaho",drilloffshore,44.19
county,16015,"Boise County, Idaho",drilloffshore,43.07
county,16017,"Bonner County, Idaho",drilloffshore,49.09
county,16019,"Bonneville County, Idaho",drilloffshore,51.88
county,16021,"Boundary County, Idaho",drilloffshore,55.92
county,16023,"Butte County, Idaho",drilloffshore,59.15
county,16025,"Camas County, Idaho",drilloffshore,50.65
county,16027,"Canyon County, Idaho",drilloffshore,49.47
county,16029,"Caribou County, Idaho",drilloffshore,54.22
county,16031,"Cassia County, Idaho",drilloffshore,54.5
county,16033,"Clark County, Idaho",drilloffshore,55.63
county,16035,"Clearwater County, Idaho",drilloffshore,51.93
county,16037,"Custer County, Idaho",drilloffshore,49.03
county,16039,"Elmore County, Idaho",drilloffshore,47.52
county,16041,"Franklin County, Idaho",drilloffshore,57.89
county,16043,"Fremont County, Idaho",drilloffshore,53.45
county,16045,"Gem County, Idaho",drilloffshore,55.16
county,16047,"Gooding County, Idaho",drilloffshore,54.33
county,16049,"Idaho County, Idaho",drilloffshore,52.31
county,16051,"Jefferson County, Idaho",drilloffshore,54.89
county,16053,"Jerome County, Idaho",drilloffshore,50.71
county,16055,"Kootenai County, Idaho",drilloffshore,52.51
county,16057,"Latah County, Idaho",drilloffshore,40.47
county,16059,"Lemhi County, Idaho",drilloffshore,52.4
county,16061,"Lewis County, Idaho",drilloffshore,54.49
county,16063,"Lincoln County, Idaho",drilloffshore,50.02
county,16065,"Madison County, Idaho",drilloffshore,51.99
county,16067,"Minidoka County, Idaho",drilloffshore,55.25
county,16069,"Nez Perce County, Idaho",drilloffshore,49.41
county,16071,"Oneida County, Idaho",drilloffshore,56.93
county,16073,"Owyhee County, Idaho",drilloffshore,52.69
county,16075,"Payette County, Idaho",drilloffshore,55.9
county,16077,"Power County, Idaho",drilloffshore,51.01
county,16079,"Shoshone County, Idaho",drilloffshore,52.91
county,16081,"Teton County, Idaho",drilloffshore,42.29
county,16083,"Twin Falls County, Idaho",drilloffshore,51.26
county,16085,"Valley County, Idaho",drilloffshore,51.57
county,16087,"Washington County, Idaho",drilloffshore,50.44
county,17001,"Adams County, Illinois",drilloffshore,54.12
county,17003,"Alexander County, Illinois",drilloffshore,57.69
county,17005,"Bond County, Illinois",drilloffshore,57.0
county,17007,"Boone County, Illinois",drilloffshore,52.96
county,17009,"Brown County, Illinois",drilloffshore,54.04
county,17011,"Bureau County, Illinois",drilloffshore,57.11
county,17013,"Calhoun County, Illinois",drilloffshore,61.63
county,17015,"Carroll County, Illinois",drilloffshore,60.01
county,17017,"Cass County, Illinois",drilloffshore,52.75
county,17019,"Champaign County, Illinois",drilloffshore,44.14
county,17021,"Christian County, Illinois",drilloffshore,63.92
county,17023,"Clark County, Illinois",drilloffshore,60.29
county,17025,"Clay County, Illinois",drilloffshore,62.66
county,17027,"Clinton County, Illinois",drilloffshore,56.47
county,17029,"Coles County, Illinois",drilloffshore,56.59
county,17031,"Cook County, Illinois",drilloffshore,42.68
county,17033,"Crawford County, Illinois",drilloffshore,59.12
county,17035,"Cumberland County, Illinois",drilloffshore,61.38
county,17037,"Dekalb County, Illinois",drilloffshore,
county,17037,"DeKalb County, Illinois",drilloffshore,51.75
county,17039,"De Witt County, Illinois",drilloffshore,60.37
county,17041,"Douglas County, Illinois",drilloffshore,57.28
county,17043,"Dupage County, Illinois",drilloffshore,
county,17043,"DuPage County, Illinois",drilloffshore,47.92
county,17045,"Edgar County, Illinois",drilloffshore,61.15
county,17047,"Edwards County, Illinois",drilloffshore,63.2
county,17049,"Effingham County, Illinois",drilloffshore,61.02
county,17051,"Fayette County, Illinois",drilloffshore,61.51
county,17053,"Ford County, Illinois",drilloffshore,57.72
county,17055,"Franklin County, Illinois",drilloffshore,57.72
county,17057,"Fulton County, Illinois",drilloffshore,59.37
county,17059,"Gallatin County, Illinois",drilloffshore,58.28
county,17061,"Greene County, Illinois",drilloffshore,60.38
county,17063,"Grundy County, Illinois",drilloffshore,57.74
county,17065,"Hamilton County, Illinois",drilloffshore,59.17
county,17067,"Hancock County, Illinois",drilloffshore,62.35
county,17069,"Hardin County, Illinois",drilloffshore,63.29
county,17071,"Henderson County, Illinois",drilloffshore,56.36
county,17073,"Henry County, Illinois",drilloffshore,57.39
county,17075,"Iroquois County, Illinois",drilloffshore,59.03
county,17077,"Jackson County, Illinois",drilloffshore,48.99
county,17079,"Jasper County, Illinois",drilloffshore,65.58
county,17081,"Jefferson County, Illinois",drilloffshore,58.93
county,17083,"Jersey County, Illinois",drilloffshore,58.69
county,17085,"Jo Daviess County, Illinois",drilloffshore,55.18
county,17087,"Johnson County, Illinois",drilloffshore,61.45
county,17089,"Kane County, Illinois",drilloffshore,48.63
county,17091,"Kankakee County, Illinois",drilloffshore,55.99
county,17093,"Kendall County, Illinois",drilloffshore,50.98
county,17095,"Knox County, Illinois",drilloffshore,52.91
county,17097,"Lake County, Illinois",drilloffshore,52.05
county,17099,"Lasalle County, Illinois",drilloffshore,
county,17099,"LaSalle County, Illinois",drilloffshore,58.64
county,17101,"Lawrence County, Illinois",drilloffshore,61.11
county,17103,"Lee County, Illinois",drilloffshore,57.72
county,17105,"Livingston County, Illinois",drilloffshore,61.41
county,17107,"Logan County, Illinois",drilloffshore,58.01
county,17109,"McDonough County, Illinois",drilloffshore,51.91
county,17111,"McHenry County, Illinois",drilloffshore,49.74
county,17113,"McLean County, Illinois",drilloffshore,49.81
county,17115,"Macon County, Illinois",drilloffshore,54.7
county,17117,"Macoupin County, Illinois",drilloffshore,58.25
county,17119,"Madison County, Illinois",drilloffshore,54.47
county,17121,"Marion County, Illinois",drilloffshore,61.88
county,17123,"Marshall County, Illinois",drilloffshore,59.68
county,17125,"Mason County, Illinois",drilloffshore,62.83
county,17127,"Massac County, Illinois",drilloffshore,64.84
county,17129,"Menard County, Illinois",drilloffshore,53.69
county,17131,"Mercer County, Illinois",drilloffshore,57.33
county,17133,"Monroe County, Illinois",drilloffshore,60.8
county,17135,"Montgomery County, Illinois",drilloffshore,64.19
county,17137,"Morgan County, Illinois",drilloffshore,57.87
county,17139,"Moultrie County, Illinois",drilloffshore,57.96
county,17141,"Ogle County, Illinois",drilloffshore,57.87
county,17143,"Peoria County, Illinois",drilloffshore,54.23
county,17145,"Perry County, Illinois",drilloffshore,60.8
county,17147,"Piatt County, Illinois",drilloffshore,54.39
county,17149,"Pike County, Illinois",drilloffshore,58.53
county,17151,"Pope County, Illinois",drilloffshore,62.63
county,17153,"Pulaski County, Illinois",drilloffshore,57.41
county,17155,"Putnam County, Illinois",drilloffshore,62.63
county,17157,"Randolph County, Illinois",drilloffshore,61.28
county,17159,"Richland County, Illinois",drilloffshore,61.02
county,17161,"Rock Island County, Illinois",drilloffshore,52.51
county,17163,"St. Clair County, Illinois",drilloffshore,53.01
county,17165,"Saline County, Illinois",drilloffshore,58.13
county,17167,"Sangamon County, Illinois",drilloffshore,50.97
county,17169,"Schuyler County, Illinois",drilloffshore,57.26
county,17171,"Scott County, Illinois",drilloffshore,61.11
county,17173,"Shelby County, Illinois",drilloffshore,57.6
county,17175,"Stark County, Illinois",drilloffshore,57.95
county,17177,"Stephenson County, Illinois",drilloffshore,55.35
county,17179,"Tazewell County, Illinois",drilloffshore,59.87
county,17181,"Union County, Illinois",drilloffshore,59.12
county,17183,"Vermilion County, Illinois",drilloffshore,57.99
county,17185,"Wabash County, Illinois",drilloffshore,62.43
county,17187,"Warren County, Illinois",drilloffshore,54.93
county,17189,"Washington County, Illinois",drilloffshore,61.56
county,17191,"Wayne County, Illinois",drilloffshore,61.03
county,17193,"White County, Illinois",drilloffshore,55.93
county,17195,"Whiteside County, Illinois",drilloffshore,57.33
county,17197,"Will County, Illinois",drilloffshore,54.9
